sentence	label
北京昭衍新药研究中心股份有限公司关于购买理财产品的公告	中性
保利地产(600048)7月经营数据点评：销售同比大增 投资较为谨慎	中性
绿地“二次混改”涉资或超145亿 能否扭转市值缩水局面？	中性
古越龙山：拟非公开发行A股募资近11亿元 用于黄酒产业园项目	正面
券商7月业绩爆炸尾盘急拉 中信建投再次辟谣合并传闻	中性
古越龙山批准10.95亿定增，乐百氏运营方入局，协助开拓销售渠道	正面
长江证券谈“一带一路”投资逻辑：把握区域和基建两条主线	中性
三大中资电讯商午后跌幅扩大 中移动及中电信均跌2%	负面
流媒体板块异动拉升2.72% 歌华有线等3只概念股涨停	正面
壹快评丨地方国企混改，既要“养鱼”也要“授渔”	中性
发电上市公司经营艰难中面对疫情 咨询机构预计下半年业绩好转	正面
燕京啤酒跨界海信电视，不上头的啤酒让全国看的真切	中性
安信证券：新冠疫苗未来市场空间广阔 多技术路径百家争鸣	正面
央企生产经营加速好转 下半年全面实施国企改革三年行动	正面
皖维高新净利3.8亿上市23年最高 聚乙烯醇产能31万吨占全球16.76%	中性
中直股份大涨	正面
上海：临港新片区要加快制订出台“五个重要”行动计划	中性
华电国际：上半年累计发电量为929.76亿千瓦时，比上年同期	中性
业绩略低于预期，施工影响车流量	负面
【重要公告】多家券商7月业绩大涨 中芯国际二季度净利同比增长超六倍	正面
东兴证券：7月金股组合盈利14.74% 8月荐股名单出炉	正面
下游疲软 聚酯切片市场弱势下滑	负面
晚间公告热点追踪：两桶油Q1均亏超百亿 刷新A股记录	负面
最低99元升级中国联通PLUS会员 四大优势打造专属会员服务	正面
品首创股份年报 悟生态环境企业生存之道	中性
歌华有线盘中快速拉升	正面
民间股神林园谈价值投资：医药板块会诞生下一个茅台	中性
中直股份(600038)：业绩较快增长 装备列装加速、景气度较高	正面
广电5G网络运营主体广电股份预计7月挂牌成立 华西证券研报推论歌华有线或为上市主体	正面
格力电器首次回购股份 白电巨头相似点越来越多	中性
安徽皖维高新材料股份有限公司关于控股股东股权解押、质押事项的公告	中性
宇通经验助中国制造提振信心	中性
从化街口至花都北兴高速公路改扩建工程全面动工	中性
银行基本面预期不再恶化	中性
中飞租赁(01848.HK)与南航(01055.HK)就两架A330-200飞机完成售后租回交易	中性
山东“以煤定焦” 影响双焦几何？	中性
新疆火炬燃气股份有限公司简式权益变动报告书	中性
上港九江公司一季度集装箱吞吐量创历史新高	正面
7月27日上市公司晚间公告速递	中性
北京首创股份有限公司	中性
海信视像：已积极向上游芯片业务延伸并推出了4K TCON芯片等产品	正面
四川路桥建设集团股份有限公司关于控股股东增持超过1%的提示性公告	中性
上海电力2019年年报点评:清洁能源持续加码,核心业务盈利可观	正面
四川路桥：控股股东增持达到4% 耗资6.15亿元	正面
6月17日上市公司公告:济民制药董监高及控股股东等未推荐买入公司股票	负面
山西证券--证券行业7月业绩分析：市场高景气度 7月业绩环比大增80%	中性
格隆汇个股放量排行榜 | 8月8日	中性
中石化石油机械股份有限公司2020年第一次临时股东大会决议公告	中性
前5个月山东对“一带一路”沿线国家进出口2439.9亿	中性
铁矿石：10月先涨后跌 11月后稳中趋弱	中性
北京万东医疗科技股份有限公司关于5%以上股东持股减持超过1%的提示性公告	中性
疫苗概念带火冷链物流 多家上市公司密集回应	正面
首创股份(600008.SH)：拟投资石家庄市滹沱河流域水污染综合整治工程项目	正面
晚间公告热点追踪：古鳌科技称未直接参与数字货币研发	中性
上汽牵手中国宝武打造国家级氢能产业示范区 5年内落地10-20座加氢站！	正面
公告精选：双汇发展拟10派10元；广电运通拟分拆子公司中科江南至创业板上市	中性
上半年利润骤降近10%！银行股还要熬多久？	负面
渤海证券--餐饮旅游行业月报：端午数据仍受疫情影响 离岛免税政策再次放开	正面
浙江广厦（600052）龙虎榜数据（07-17）	中性
浙能电力(600023)：燃料成本改善对冲售电量下滑影响 业绩有望持续回升	正面
强者恒强，成大方圆1507家药房花落中国医药零售业老大	正面
（上接C9版）昆山沪光汽车电器股份有限公司 首次公开发行股票网下初步配售结果及网上中签结果公告（下转C11版）	中性
日照港：公司下属的制造子公司无军工资质或武器装备制造资质	中性
【龙虎榜】 九鼎投资 06月24日成交明细	中性
中国广电组建大戏开启 歌华有线成股权出资“独苗”	正面
首创股份(600008.SH)：拟投资铜川市漆水河水环境治理工程PPP项目 预计总投资13.36亿元	中性
南京银行股份有限公司关于大股东前次增持股份计划期限届满及下一阶段增持计划的公告	中性
安信证券:建议“买入”老板电器	正面
年供水量约20万吨 可满足50万人生活用水	中性
东风汽车的“岚图”,画得怎样?	中性
东风汽车股份召开第二届科技创新大会	正面
铁矿期现屡创新高 贴水仍未得到修复	中性
重磅信号！华能国际：控股股东增持公司H股1500万股	正面
银行间区块链福费廷交易平台移交人民银行清算总中心 成为行业平台	正面
首创股份：投资13.36亿元建设铜川漆水河水环境治理工程PPP项目	中性
永悦科技股份有限公司关于委托理财到期收回的公告	中性
逆势前行 稳外贸稳外资效果显现	正面
财富证券--华电国际：外购电挤出效应明显 上半年发电量不及预期	负面
新华私募中国创投市场6月概览：私募基金募资形势仍不容乐观 医药行业仍最受投资者关注	负面
中原高速(600020.SH)完成发行2020年度第一期超短融	中性
最被看好十大港股：花旗维持中国联通目标价8.5港元	正面
中远海能拟在海南洋浦设子公司注册资本3亿元	正面
湖北板块出现涨停潮 东风汽车涨幅8.35%	正面
四川路桥建设集团股份有限公司关于控股股东增持超过3%的提示性公告	中性
瑞茂通供应链管理股份有限公司关于公司控股股东所持部分股份非交易过户的提示性公告	中性
海外医疗设备短期 带动中国防疫类产品需求	正面
中原高速2020年第一季度报告正文新浪财经	中性
东风汽车推出新品牌“岚图”,定位“高端品牌和高端市场”!	正面
华电国际(600027)强弹性利润54%增长，煤价下行业绩持续增厚	正面
4月22日上市公司晚间公告速递	中性
山东钢铁股份有限公司关于股份回购进展情况的公告	中性
油气管网改革现“大动作”，离公平开放还远吗？	正面
【银华基金】交易日报 2020-07-22	中性
A股半日V型反转：沪指涨0.62% 证券板块活跃	中性
胡金秋当选CBA第三期最有价值球员 复赛后率队五战四胜	正面
绿色金融助力江西经济“生态化”	正面
PPP遇冷，环保企业钟意EPCO项目！多家上市公司加快布局	中性
龙头房企加速拆分物业上市，物管板块续享“规模红利”	正面
四川路桥(600039.SH)控股股东累计增持2%股份	正面
楚天高速2020年第一季度报告正文新浪财经	中性
盘后公告集锦 | 比亚迪半导体拟增资扩股引入战投，焦作万方拟变更为一家有控股股东及实控人的企业	中性
首创股份(600008.SH)配股申请获批	正面
九鼎投资大涨7.83%，领涨多元金融行业	正面
全国性商业银行：	中性
华能水电去年营收突破200亿元 重点机组投产完毕发电量增长明显	正面
工程机械板块强势 三一重工涨幅居前	中性
“全国一网”股份公司倒计时：6月30日挂牌 12月30日完成注资	中性
7月3日上市公司重要公告集锦：星期六因累计7.5亿元关联交易未及时披露收警示函	负面
A股头条之上市公司（1.15）	中性
周二上市公司晚间重要公告（更新中）	中性
三一重工：全球最大4000吨履带式起重机首吊成功	正面
一改到底:高瓴不再包揽 大牛股凯莱英23亿融资案有何玄机？	中性
招商银行行长助理刘辉遭罚 窗口期违规买入自家股票	负面
15家公司股息率超3%彰显价值 社保基金重仓5只高分红股	正面
上海机场：5月飞机起降24083架次同比下降45.05%	负面
盘前有料丨3只新股今日申购；多家厂商液晶显示模组价格调涨超20%…重要消息还有这些	正面
东风汽车股份有限公司2020年7月份产销数据快报	中性
葛洲坝：34.57亿元转让大广北高速100%股权	中性
联航、达美航空获复航 中美航班翻倍	正面
亚洲品牌500强，古越龙山引入乐百氏实控人为第二大股	正面
宁波联合拟购盛元房产股权事项遭证监会否决	负面
北上资金大扫货，超20亿杀入家电双雄，18只股票连续七周被加仓（附名单）	正面
智能电视运营市场熟了？增值业务仍在培育之中	中性
“被贷款”1200万罗生门 浦发行称客户字迹是真的	负面
南京高科净利连续16年保持增长 多元化发展投资收益贡献过半	正面
安信证券：市场风格将转向精耕细作，关注中报超预期和高景气预期优质品种机会	正面
5G建得比用户增长快 洛阳联通定时休眠5G基站只为省电？	中性
流量不限量套餐为什么会死？	中性
南航将开通广州—兰州—敦煌航线	正面
中远海能上半年净利同比预增488%至531%	正面
又一航空公司推出“随心飞”！疫情冲击余波：航空相关企业注册量骤降近6成，航企“花式”自救	中性
西南证券：季报窗口期 医疗器械、原料药布局正当时(股)	中性
2020中国资管年会圆满落幕 肖钢、屠光绍、陶玲等重磅发声	中性
曾涉6亿大案 葫芦岛银行行长王学伶官复原职后再被查	负面
销售数据大反弹，保利的拐点可能到了？	中性
厦门象屿拟发行30亿元收账款资产支持专项计划	中性
兴业投资:经济数据乐观库存下降 国际油价三连阳	中性
我国再批准4个40万吨铁矿石码头	正面
嘉实沪深300红利低波动交易型开放式指数证券投资基金更新招募说明书摘要	中性
剥离地产业务后 浙江广厦路在何方？	中性
华电国际电力股份有限公司	中性
从0到1，难在哪？	中性
券商股尾盘跳水、高位股熄火 资金去哪了？	中性
国家扶持政策不断加码 污水处理领域将迎来高增长	正面
中国石化：燕山石化与北汽集团开展氢能应用合作	中性
行业周报（第三十一周）	中性
新冠肺炎疫情重创美国能源行业发展	负面
九鼎投资6月24日盘中涨停	正面
公告精选：海尔智家私有化海尔电器草案发布；恒瑞医药上半年净利同比增10%	正面
涨停板预测：中建材系整合大幕拉开 A 股水泥新巨无霸诞生	正面
中熔电气拟于创业板上市，主导产品为电力熔断器	中性
马云减仓了,蔡崇信减仓了,马化腾也减仓了,你要不要跑?	负面
武汉本地股延续暴涨模式掀起涨停潮 全行业名单已梳理完毕	正面
"【财讯晚班车】进口海鲜""生死劫""？商户:我卖的厄瓜多尔白虾是假的"	中性
白酒、黄酒股走强	正面
浦发银行两支行共被罚100万	负面
北向资金单日净流入86.23亿！加仓这些板块	中性
鲁银投资集团股份有限公司十届董事会第一次会议决议公告	中性
创维集团行至“下坡路”：量价双下滑 四处出击转型不易	负面
新三板转A股上市！浦公检测聘安信证券开展辅导工作	中性
地产股收盘丨三大股指集体高开 沪指涨1.59%重回2800点	正面
安信证券：新冠疫苗未来市场空间值得期待，建议关注智飞生物等；	正面
两市64股涨停，融资余额报收8813亿元	正面
晚间公告|王府井:股东京国瑞基金拟减持不超过2%	中性
一周酒讯｜豫园取代亚特掌控金徽酒，五粮液注资新零售	正面
今夏上海电力供应总体平衡	中性
（上接C4版）昆山沪光汽车电器股份有限公司 首次公开发行股票网下初步配售结果及网上中签结果公告（下转C6版）	中性
三一重工(600031)：行业景气超预期公司龙头地位稳固	正面
106款客车上榜 工信部发布第16批车船税减免车型目录	中性
小摩增持东风集团约653.89万股，每股作价约6.09港元	正面
宝钢股份控股股东的全资下属子公司增持公司股份7671万股 耗资约3.89亿元	正面
两融余额4连降 72股获杠杆资金明显加仓	中性
金价突破2040美元：投资需求激增 多家银行采取措施防风险	中性
兴业证券：战略看多十四五 高成长优质标的为军工板块之矛	中性
[所长说]国盛证券杨涛：权益投资大时代 波澜壮阔机构牛！	中性
金融转债配置价值如何？（海通固收 姜珮珊、王巧喆）	中性
2462家公司拟发“红包”逾1.2万亿元 前20名占半边天	正面
厦门象屿股份有限公司关于以集中竞价交易方式回购股份的进展公告	中性
【异动股】中远海能(01138-HK)盈喜 股价现升6.771%	正面
食品饮料板块再度走强 古越龙山、西麦食品涨停	正面
上海机场：5月旅客吞吐量140.13万人次 同比下降78.65%	负面
川财证券--能源行业日报：中俄东线天然气管道南段建设正式启动	中性
日照港(600017.SH)：每10股派0.25元 股权登记日6月4日	中性
厦门象屿股份有限公司关于2020年度第九期、第十期超短期融资券发行情况的公告	中性
冠城大通股份有限公司第十一届董事会第十次（临时）会议决议公告	中性
A股开始赚钱行情 三类股可逢低关注	中性
博泰车联网获东风汽车入股，注册资本增至约7609万元	正面
市场高位调整藏玄机 5类股望强势爆发	正面
(上接C69版)温州市冠盛汽车零部件集团股份有限公司 首次公开发行股票网下初步配售结果及网上中签结果公告 (下转C71版)	中性
午后湖北本地股掀涨停潮 两市走高创业板指涨逾2%	正面
中航泰达中标1.96亿元重大项目	正面
解局 | 京城“地主”金隅69亿押注上海	中性
市值超中信证券！中信建投(601066.SH)年内累涨96%	正面
国投转债：稀缺大盘多元金融标的	中性
快看｜浦发银行七年间的“十二宗罪”，上海银保监局开出2100万罚单	负面
【重要公告】宝通科技承认违反与抖音签署的保密协议 中船防务控股股东拟减持不超6%股份	中性
厦门象屿：控股股东暂无计划申请免税牌照	中性
老艾侃股：只需两步即可恢复牛市人气	中性
福建高速：2019年实现净利润8.28亿元 拟10派0.5元	正面
上海中心城区供电可靠率首超“五个9” 迈入世界领先行列	中性
年报季 | 民生银行第二十次会议遭两董事投反对和弃权票，大唐发电盈利下滑	负面
交银国际：华能国际维持中性评级 目标价3.24港元	中性
浙能电力(600023)：1Q20业绩受疫情拖累显著 看好二季度盈利弹性	中性
广电系个股异动拉升 歌华有线拉升封板	正面
昆吾九鼎投资控股股份有限公司 2020年上半年度房地产业务经营情况简报	中性
广东海印集团股份有限公司第九届董事会第三十一次临时会议决议公告	中性
中证协：发挥债券融资中介职能 精准服务疫情防控	中性
大摩：预计中远海能(01138)股价未来15日内上涨 予“增持”评级	正面
《财富》世界500强榜单公布 厦门三家企业再度登榜	中性
天风军工：双轮驱动下 导弹产业进入高景气周期(股)	正面
首创股份投资广东省深圳市公明水质净化厂二期PPP项目 本项目总投资约为2.99亿元	正面
皖通高速：短期关注合宁收费年限延长 长期看断头路贯通效应	中性
浙江广厦股份有限公司关于回购公司股份的进展公告	中性
券商资本金大战：安信增资 信达觊觎A股上市	正面
持续暴雨致沿江企业码头作业困难 安徽大部分上市公司未受影响	中性
华盛早报 | 纳指破9900刷新历史！特朗普：今天是股市的大日子	正面
千亿城商行陷挤兑风波！央行、银保监联手辟谣，17人被处理	负面
塞拉尼斯签订协议将向皖维高新供应醋酸乙烯单体（VAM）	正面
2020年中国工程机械市场预测分析：需求将得到新的刺激	中性
港口经济回暖态势明显	正面
民生银行武汉分行理财专家为您支招如何防范校园诈骗——武汉电视六台《理财时间》栏目访谈实录	中性
浙江广厦大幅拉升9.34% 股价创近2个月新高	正面
疫情打乱节奏 108家公司年报推迟“交卷”	负面
上海电力现2笔大宗交易 共成交2,397.00万元	中性
上海电力股东国家电投集团增持5234.32万股 耗资约3.88亿元	正面
万东医疗2020年半年度净利1亿元-1.06亿元 移动DR等相关产品销售量增加	正面
宁波联合集团股份有限公司关于申请延期回复《中国证监会行政许可项目审查一次反馈意见通知书》的公 告	中性
中金：维持华能国际电力跑赢行业评级 目标价6港元	正面
中原高速短期融资券发行 总额为5亿元	正面
铁矿石：钢厂日耗提高 疏港量维持高位 本周延续宽幅振荡	中性
皖维高新拟投建年产10kt汽车胶片级聚乙烯醇缩丁醛树脂项目	中性
冠城大通股份有限公司关于获得中国证监会核准向合格投资者公开发行公司债券批复的公告	中性
仁会生物亏4年产能利用率16% 实控人桑会庆曾涉老鼠仓	负面
交运业国企改革预期强化 双轮驱动板块跨年度行情可期	正面
四川路桥拟定增募资45.13亿元 控股股东全额认购	正面
西南这座城，脸，比北上广还有用	中性
四川路桥控股股东增持公司3.1%股份	正面
海信视像发力显示新赛道 电竞显示器预计8月中旬上市	中性
鄱阳湖急剧“变大”！多地告急	中性
券商板块震荡走高 中信建投中信证券双双大涨	正面
南京高科上半年合同销售5.85亿 同比减少52.07%	负面
29家券商7月承销保荐收入共41.82亿元，同比增60%	正面
航母产业板块走强 中直股份涨停	正面
中国葛洲坝集团股份有限公司关于选举产生职工代表监事的公告	中性
华润双鹤药业股份有限公司关于全资子公司华润赛科药业有限责任公司苯磺酸氨氯地平片获得药品补充申请批件的公告	中性
6月30日晚间上市公司十大重磅公告	中性
日照港高层变动:新任董事长曾任青岛港总裁	中性
机构今日抛售这15股，买入歌华有线2.95亿元丨牛熊眼	正面
九鼎投资2019年净利润7.9亿元 同比增长676%	正面
上汽和中国宝武将共同推进10座-20座加氢站5年内落地	正面
卸任！上港集团：公司监事温翎辞职	中性
中国医药：子公司获得药品注册批件	正面
【华创地产•袁豪团队】房地产周报：公募REITs细则出台，物管企业中报业绩靓丽	正面
东风h事业部发布岚图新品牌，新模式创业冲击高端新能源市场	正面
韩孝煌董事长一行视察冠城大通华宸院项目	中性
昆明富民：银政企合作助力跨越发展	正面
踩雷暴风MPS项目，光大资本被判向招行、华瑞银行赔35亿	中性
南京高科股份有限公司关于控股股东部分股份被司法冻结的公告	负面
2020年世界500强排行榜揭晓：沃尔玛、中石化、国家电网排行前三	正面
内蒙古包钢钢联股份有限公司股份解除质押公告	中性
一周研读｜疫情反复下的增长契机	正面
【就业】上海电力大学招聘46人，即日起线上报名！	中性
华能国际：一季度净利润20.6亿元 同比下降22.42%	负面
05月13日醋酸2616.67元/吨 5天上涨4.39%	中性
中国宝武管理对接重庆钢铁	中性
股海导航 8月4日沪深股市公告提示	中性
区块链气象平台宙斯在线科技宣传惨遭九鼎打脸	负面
北向资金单日净流出79.99亿！加仓这些板块	正面
浙江广厦股份有限公司关于参股公司首次公开发行A股上市交易的公告	正面
东航新推出“早晚随心飞” 但热度早已今非昔比	中性
厦门象屿(600057.SH)：拟开展应收账款资产支持专项计划 规模不超30亿元	中性
基金Q2调仓换股TOP50:茅台成第一重仓股 新进、减持了谁？(表)	中性
安克创新科技股份有限公司首次公开发行股票并在创业板上市网下初步配售结果公告	中性
楚天高速(600035.SH)：2020年度新增融资规模控制在29.9亿元以内	中性
【开源固收|转债】央企背景的上市金融控股公司——国投转债申购价值分析	中性
合伙投资52亿元的公司2年就破产，这家券商子公司要赔2家银行35亿元	负面
长城证券：4月金股组合盈利4.79% 5月荐股名单出炉	中性
华能国际(600011)：新冠疫情拖累公司业绩 原煤采购成本有望继续下行	负面
中直股份（600038）2019年年报点评：营收利润持续增长，旋翼航空兵建设稳步推进	正面
【兴证金融 傅慧芳】货币政策确认中性，7月社融料延续较高增速 ——银行业周报（2020.08.03-2020.08.07）	中性
最后时刻兑现增持 九鼎集团艰难自救	负面
宁波联合拟加码地产业务 承诺四年实现近20亿净利	正面
财经早报：国家队持股路线图曝光 4成私募赞成持股过节	正面
因贷款、同业等业务违规被罚款2100万，浦发银行回复：目前相关整改工作已基本完成	负面
招行时任行长助理违规买入自家股票 被上交所点名“批评”	负面
黄山旅游(600054)2019年年报点评：短跟疫情恢复节奏 中看资源整合与转型升级	中性
隧道火灾引500多万诉讼纠纷：高速公路是否该通过消防验收	负面
华润双鹤BFS制药技术与产业化项目荣获湖北省科技进步奖三等奖	中性
一季度宏观数据和政治局会议解读——天风总量团队联席解读	中性
业绩预增王：新五丰预计暴增25倍 光刻机龙头业绩爆发(名单)	中性
激光电视产业白皮书发布 产业规模将超100亿可期（股）	中性
主力动向｜28亿主力资金逆市抢筹招商银行！	正面
特斯拉涨价汽车板块表现活跃 可以抄底了？	中性
5月商业地产市场月报：全国重点城市主要商圈写字楼租金环比下跌0.82％	负面
董登新：退出B股市场的6大通道	中性
大湾区铁路规划获批：近期投资4741亿 高铁直通澳门	正面
疫情之下工程机械“出海记”：外贸订单如何突破？	中性
中远海运集团重组三年综合运力世界居首 10家上市公司完成股权激励全覆盖	正面
4月30日晚间重要公告集锦：上交所决定终止ST锐电股票上市	负面
亏损股票索菲亚要被外资买爆了 薇娅曾直播带货促销	中性
8月首周开出罚单近80张 银行业监管呈精细化趋势	负面
150项重大水利工程建设将年均新增就业岗位80万个	中性
“黄酒第一股”古越龙山拟引入战投 定增募资10.95亿元“all in”扩产	正面
连增势头被打破 港口焦炭库存小幅回落	负面
【兴业证券晨会聚焦0811】宏观-7月通胀数据点评；金融-银行Q2监管数据点评；食饮-五个维度解析疫情后今世缘；电子-生益科技	中性
宏观｜当前经济所处于的周期阶段	中性
今天江苏金融圈发生了20件大事	中性
三季度首月即达三百九十点三万标准箱 上海港集装箱吞吐量创新高	正面
宁波联合集团股份有限公司	中性
黄山全面实行线上实名预约 每日最多承载量1.5万人	中性
中国联通重组科技创新体系：网研院、研究院正式合并据	正面
山钢又一家单位混改了：金控国贸混改已正式落地	中性
华能国际(600011)：进击的传统电力龙头BETA与ALPHA齐飞	正面
沪指刷新逾三个月高点 136只创年内新高股彰显三特征	正面
山东钢铁：已累计回购2.26亿股公司股份 支付资金总额2.92亿元	中性
首创股份：上半年净利同比预增25%-35%	正面
【天风证券|周观点】韩正再提“因城施策”长效机制，多地出台楼市政策因地制宜，推荐低估值优质房企	中性
浙江广厦：累计回购148.2万股 占公司总股本0.17%	中性
公告精选：晨鸣纸业等一季度业绩同比大增；海普瑞赴港IPO获中国证监会核准	正面
上半年缓慢恢复 航司6月成绩单如何？花样自救谁家强	中性
黄山旅游(600054)2019年报点评：短期业绩受疫情影响 长期关注拓展项目	中性
武汉东湖高新集团股份有限公司2020半年度报告摘要	中性
中国南方航空股份有限公司关于收到《中国证监会行政许可项目审查一次反馈意见通知书》的公告	中性
传媒行业点评：“全国一网”整合巨大突破 重视歌华等广电资产重估	中性
云晨期货：以煤定焦政策落地 焦炭仍有上冲动力	中性
昆吾九鼎投资控股股份有限公司	中性
【公用周报】2019年电量数据公布，部分电力央企高管变动	中性
“全国一网”整合平台花落歌华有线 广电5G推进进入加速期	正面
国投资本(600061.SH)拟发行80亿元可转债 初始转股价15.25元/股	正面
浙江浙能电力股份有限公司关于控股股东非公开发行可交换公司债券完成补充股份质押的公告	中性
古越龙山拟引入两名战投	中性
（上接C15版）安徽蓝盾光电子股份有限公司 首次公开发行股票并在创业板上市网下发行初步配售结果公告	中性
上周金融类信托“一枝独秀”	正面
航母产业板块活跃 中直股份涨停	正面
微盟集团（02013.HK）：赋能商户全渠道与私域流量管理，线下产品驱动未来成长	中性
首创股份：拟投资广东省深圳市公明水质净化厂二期PPP项目，本	正面
中国电信与三一重工合作，推进5G+工业互联网应用	正面
热议丨石油公司如何玩转氢能？还有哪些坎儿要过？	中性
中贝通信集团股份有限公司	中性
锚定激光电视，但海信视像在电视之外有更大格局	正面
中国中药(00570-HK)成立合资公司	正面
“能源魔盒”落地上海闵行工业区 年发电215万余千瓦时	中性
杠杆资金大幅加仓股曝光！皖通高速买入占比高达41.75％	正面
2020年《财富》世界500强榜单上的133家中国公司（全榜单）	正面
5G网络建设速度快于用户增速 洛阳联通定时休眠5G基站	中性
北京联通发布5G智能运营平台	中性
日照港(600017.SH)：拟向银行间市场交易商协会申请注册发行不超20亿元短期融资券	正面
昆吾九鼎投资控股股份有限公司2020年第一次临时股东大会决议公告	中性
换帅！青岛港原总裁出任日照港董事长	中性
黄金上扬直逼历史高位，看涨金价结构性产品顺势走俏	正面
增减相抵 港口焦炭总库存几无变动	中性
中远海能(01138)将派发2019年末期股息每股0.04元	正面
中远海能升近9% 获大摩升至增持评级	正面
坐享医药电商发展红利 合纵药易购欲分羹千亿市场	正面
今日财富中国500强公布：23家钢企上榜 上海钢联第83名	正面
地产股收盘丨三大股指集体收跌 万科A跌2.38%、新城跌2.01%	负面
浦发银行薛宏立：金融市场高波动时期的变、备、战之道	中性
【公告抢先看】6月3日晚间重要公告：涉及“地摊经济”概念？南宁百货称公司目前未涉及该业务	中性
华能国际电力股份有限公司关于超短期融资券发行的公告	中性
五矿发展股份有限公司第八届董事会第十七次会议决议公告	中性
苑东生物深陷产品竞争困境，原总经理上市前夕突然辞职	中性
超预期：7月挖掘机销量大增40%以上 工程机械板块后劲十足	中性
生意社：8月10日中石化三井苯酚价格稳定	中性
厦门象屿2020年半年报摘要新浪财经	中性
安信证券：本轮美元走弱的趋势或许尚未结束	负面
遇“史上最长”高速免费期，皖通高速称全年业绩影响大	中性
兴业基金管理有限公司关于以通讯方式召开兴业中证国有企业改革指数增强型证券投资基金基金份额持有人大会的第二次提示性公告	中性
湖北楚天智能交通股份有限公司2019年年度股东大会决议公告	中性
安信证券陈果：对A股市场中期看多维持不变 关注“国内大循环”投资主线	中性
中原高速：拟在郑州设立孙公司 负责相关房地产项目开发运作	中性
“抢权”行情来临，下周3家高送转，17家高派现	正面
同花顺 | 十年同心 携手同行	中性
招商公路：拟与宁沪高速等公司共同设立公司收购境外资产	正面
南航全面恢复贵阳北京往返航班	正面
公告精选：美的集团再推回购方案；立华股份等公司2019年业绩大增	正面
中信证券：逐步进入去库周期，看好油价长期持续回升	中性
银行高管频离职 “70后”加速补位	中性
有工业用地项目开发房地产销售 石家庄东三环刚需客户“争夺战”	中性
鹰眼预警：日照港增收不增利 短期债务资金缺口近9亿	负面
上海银行两主要股东限售股解禁	中性
(上互动)福建高速：公司的现金分红将在股东大会后的两个月内完成	中性
江苏：潮涌江海一年间——初夏时节走访三省一市	中性
福然德关联交易增业绩资金拆借猛 员工数降逾期款增	负面
鲁楼观察 | 辽阳路南北“八盘争艳”，青岛浮山后楼市谁能突围？	中性
中国国贸2019年度业绩快报公告新浪财经	中性
经济参考报：聚指成拳 山东国企加速“合并同类项”	中性
宁波联合(600051.SH)重组事项未获通过 今早复牌	负面
机械｜扫地机器人：从“扫”到“拖”，从“规划”到“避障”	中性
酒业快讯丨《糟烧白酒》团标发布	中性
A股异动丨冠城大通涨3.86% 拟分拆控股子公司大通新材在上交所主板上市	正面
“厦门高速”公众号轻松预约办理ETC	中性
华能水电2019年年度报告摘要新浪财经	中性
新经典文化股份有限公司关于使用暂时闲置募集资金购买理财产品到期赎回并继续购买理财产品的公告	中性
云南城投混改迷局 保利系进驻一年被传生变	负面
激光电视领涨 海信电视2020上半年业绩逆势飞扬	正面
两江协同创新区入驻院校与联通重庆分公司签订战略合作协议	正面
跨界转型受阻 浙江广厦营收净利润双下滑遭问询	负面
业绩承压引入战投 古越龙山业绩翻番靠什么	中性
浙江广厦股份有限公司关于回购股份比例达到2%暨回购进展公告	中性
远洋运输板块大涨 中远海能涨幅居前	正面
哈啰出行联合上海联通发布白皮书 预计未来共享单车总数将达3000万辆	中性
"重磅利好：""B转A""方案重出江湖 网友:B股转板潮会来？"	中性
华能国际(600011)：成本降低幅度不及预期 拖累1Q20业绩	负面
浙江寿仙谷医药股份有限公司关于2018年限制性股票激励计划首次授予部分第二期及预留授予部分第一期解锁条件成就暨上市的公告	正面
7月17日西本行业要闻早餐	中性
早间公告|维业股份:华实控股拟受让公司29.99%股份 实控人将变更为珠海国资委	正面
浙江广厦：控股股东所持股份被冻结	负面
上港集团董事长顾金山:将阳逻港打造成长江中游航运中心核心港区	正面
浙江广厦（600052）龙虎榜数据（06-12）	中性
非航空业务占比在减少，国际旅客吞吐量连续6年增速超30%：一文带你读懂深圳机场的投资价值	正面
珠海赛隆药业股份有限公司2020半年度报告摘要	中性
【建投中小盘】一周策略回顾与展望2020-08-04	中性
酒业快讯丨古越龙山披露引入战投目标	中性
时隔一年!华夏银行副董事长罗乾宜任职资格获核准	中性
融资余额增幅排行榜 蓝光发展最受追捧	正面
桃李面包股份有限公司关于使用闲置募集资金进行委托理财的进展公告	中性
中信证券资管月均规模破万亿:券业仅此一家 招商国君资管列二三位	正面
上海电气输配电集团与上海电力经研院签署战略合作协议	正面
行业巨头大手笔不断 6月挖掘机销量继续增超六成	正面
盘后公告集锦 | 国恩股份拟投建20条熔喷无纺布生产线项目，金健米业控股股东拟减持2%公司股份	中性
【重要公告】寒武纪将于7月20日在科创板上市 中国中免上半年净利同比降低72%	负面
华能国际(600011)：需求羸弱致收入下滑 成本改善助毛利率提升	正面
股海导航 7月14日沪深股市公告提示	中性
4月10日上市公司晚间公告速递	中性
昆吾九鼎投资控股股份有限公司	中性
保利地产(600048)2020年7月销售数据点评：销售靓丽 拿地谨慎	中性
包钢5月下旬建筑钢材价格政策	中性
普益标准发布2020年二季度银行理财能力排名 股份行综合理财能力表现不俗 城商行整体运营能力有所提升	正面
疫情防控概念股上半年成绩单出炉：业绩有高有低，防护耗材公司净利增幅最高超20倍	中性
